UNITID,C2MORM,C2MORT,C2MORW,CTOTALT,CS2MORM,CS2MORT,CS2MORW,CSTOTLT,EF2MORM,EF2MORT,EF2MORW,EFNRALM,EFNRALT,EFNRALW,NRADJCT,NRCMTOT,NREXCLU,NRREVCT,PGEXCLU,SSADJCT,SSCMTOT,SSEXCLU,SSREVCT,FEE2,FEE3,HRCHG2,HRCHG3,TUITION2,TUITION3,HR2MORM,HR2MORT,HR2MORW,HRTOTLT,SABDTYPE,AGRNT_A,AGRNT_N,AGRNT_P,AGRNT_T,AIDFSIN,AIDFSIP,ANYAIDN,ANYAIDP,FGRNT_A,FGRNT_N,FGRNT_P,IGRNT_A,IGRNT_N,IGRNT_P,IGRNT_T,LOAN_A,LOAN_N,LOAN_P,OFGRT_A,OFGRT_N,OFGRT_P,OFGRT_T,PGRNT_A,PGRNT_N,PGRNT_P,PGRNT_T,SCFA1N,SCFA1P,SCFA2,SCFA2DG,SCUGDGSK,SCUGFFN,SCUGNDGS,SCUGRAD,SGRNT_A,SGRNT_N,SGRNT_P,SGRNT_T,UAGRNTA,UAGRNTN,UAGRNTP,UAGRNTT,UDGAGRNTA,UDGAGRNTN,UDGAGRNTP,UDGAGRNTT,UDGPGRNTP,UNDAGRNTN,UNDAGRNTP,UNDAGRNTT,UPGRNTA,UPGRNTN,UPGRNTP,UPGRNTT,SCUGFFP,year
143297,0.0,0.6666667,0.6666667,23.666666,0.0,2.0,2.0,71.0,0.0,0.6363636,0.6363636,0.0,0.0,0.0,37.166664,19.0,0.0,37.166664,0.0,8.333334,4.0,0.0,8.666667,900.0,900.0,942.0,942.0,28280.0,28280.0,0.0,0.0,0.0,14.4375,1.4642857,6345.0,122.0,87.0,800633.5,128.0,93.0,131.0,94.0,5148.5,86.0,66.0,3040.0,22.0,22.0,36003.0,6609.0,45.0,53.0,1333.5,34.0,25.0,34722.5,4957.0,73.0,52.0,358504.0,0.0,0.0,141.0,141.0,141.0,0.0,0.0,141.0,3104.0,15.0,13.0,37692.5,21570.0,140.0,99.0,3019813.0,21570.0,140.0,99.0,3019813.0,33.0,0.0,0.0,0.0,3719.0,47.0,33.0,174806.0,0.0,2022
143358,0.25205478,0.60273975,0.35068494,17.435616,22.0,50.0,28.0,1457.0,28.96,56.64,27.68,56.08,89.68,33.6,228.0,167.33333,0.0,228.0,0.6666667,282.66666,233.33333,0.0,282.66666,420.0,420.0,990.0,990.0,37380.0,37380.0,0.4,0.68,0.28,73.52,0.6216216,26693.0,1039.0,100.0,27733728.0,1039.0,100.0,1039.0,100.0,4046.0,578.0,56.0,22367.0,1039.0,100.0,23239212.0,7299.0,717.0,69.0,1453.0,355.0,34.0,515922.0,4809.0,379.0,36.0,1822792.0,1039.0,24.0,4331.0,4319.0,4319.0,1039.0,12.0,4331.0,5336.0,404.0,39.0,2155802.0,23152.0,4190.0,97.0,97005840.0,23175.0,4182.0,97.0,96917096.0,30.0,8.0,67.0,88746.0,4821.0,1304.0,30.0,6286589.0,24.0,2022
143376,0.0,0.0,0.0,59.714287,0.0,0.0,0.0,115.0,0.0,1.6666666,1.6666666,0.0,0.5555556,0.5555556,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,4.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,3.7058823,4480.0,28.0,88.0,125443.0,31.0,97.0,31.0,97.0,4462.0,28.0,88.0,500.0,1.0,3.0,500.0,7536.0,28.0,88.0,1848.0,13.0,41.0,24020.0,4587.0,22.0,69.0,100923.0,258.0,15.0,1705.0,1415.0,331.0,32.0,0.0,331.0,3104.0,0.0,0.0,0.0,4503.0,235.0,71.0,1058291.0,4503.0,235.0,71.0,1058291.0,53.0,0.0,0.0,0.0,4533.0,176.0,53.0,797724.0,10.0,2022
143464,0.0,0.0,0.0,11.2,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.5882353,0.5882353,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,4.4666667,5638.0,18.0,95.0,101485.0,18.0,95.0,18.0,95.0,5638.0,18.0,95.0,3040.0,0.0,0.0,0.0,7436.0,17.0,89.0,1333.5,0.0,0.0,0.0,5638.0,18.0,95.0,101485.0,258.0,15.0,1705.0,1415.0,162.0,19.0,1.0,163.0,3104.0,0.0,0.0,0.0,4946.0,112.0,69.0,553903.0,4946.0,112.0,69.0,553903.0,69.0,0.0,0.0,0.0,4946.0,112.0,69.0,553903.0,12.0,2022
143473,0.0,0.0,0.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,-0.4375,6758.0,5.0,100.0,33792.0,5.0,100.0,5.0,100.0,6758.0,5.0,100.0,3040.0,0.0,0.0,0.0,3686.0,5.0,100.0,489.0,3.0,60.0,1468.0,6465.0,5.0,100.0,32324.0,258.0,15.0,1705.0,1415.0,58.0,5.0,0.0,58.0,3104.0,0.0,0.0,0.0,5014.0,24.0,41.0,120324.0,5014.0,24.0,41.0,120324.0,41.0,0.0,0.0,0.0,1347.0,24.0,41.0,32324.0,9.0,2022
143482,0.0,0.0,0.0,21.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,-0.6111111,4750.0,9.0,75.0,42750.0,9.0,75.0,9.0,75.0,4750.0,9.0,75.0,3040.0,0.0,0.0,0.0,3300.0,9.0,75.0,1333.5,0.0,0.0,0.0,4750.0,9.0,75.0,42750.0,258.0,15.0,1705.0,1415.0,36.0,12.0,0.0,36.0,3104.0,0.0,0.0,0.0,5196.0,15.0,42.0,77940.0,5196.0,15.0,42.0,77940.0,33.0,0.0,0.0,0.0,6495.0,12.0,33.0,77940.0,33.0,2022
143491,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,-0.4375,3350.0,8.0,62.0,26800.0,8.0,62.0,13.0,100.0,3350.0,8.0,62.0,3040.0,0.0,0.0,0.0,3300.0,8.0,62.0,1333.5,0.0,0.0,0.0,3350.0,8.0,62.0,26800.0,258.0,15.0,1705.0,1415.0,47.0,13.0,0.0,47.0,3104.0,0.0,0.0,0.0,4674.0,38.0,81.0,177603.0,4674.0,38.0,81.0,177603.0,81.0,0.0,0.0,0.0,4674.0,38.0,81.0,177603.0,28.0,2022
143552,0.0,0.0,0.0,9.913043,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.5555556,0.5555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,0.083333336,4866.0,5.0,100.0,24330.0,5.0,100.0,5.0,100.0,4895.0,4.0,80.0,1188.0,4.0,80.0,4750.0,6491.0,4.0,80.0,1333.5,0.0,0.0,0.0,4895.0,4.0,80.0,19580.0,258.0,15.0,1705.0,1415.0,70.0,5.0,0.0,70.0,3104.0,0.0,0.0,0.0,5378.0,52.0,74.0,279668.0,5378.0,52.0,74.0,279668.0,64.0,0.0,0.0,0.0,5408.0,45.0,64.0,243343.0,7.0,2022
143613,0.4152249,0.8719723,0.4567474,21.84083,5.0,14.0,9.0,371.0,8.916667,28.083334,19.166666,0.0,0.0,0.0,86.0,41.0,0.0,86.0,0.0,5.0,4.0,0.0,5.0,50.0,50.0,262.0,292.0,7810.0,8710.0,0.0,0.0,0.0,27.857143,0.6216216,8044.0,228.0,100.0,1833964.0,228.0,100.0,228.0,100.0,4005.0,228.0,100.0,3998.0,93.0,41.0,371780.0,5237.0,18.0,8.0,1823.0,224.0,98.0,408312.0,4547.0,111.0,49.0,504766.0,228.0,14.0,1687.0,1108.0,1108.0,228.0,579.0,1687.0,3475.0,158.0,69.0,549106.0,6824.0,1655.0,98.0,11293687.0,8149.0,1099.0,99.0,8955753.0,70.0,556.0,96.0,2337934.0,4850.0,771.0,46.0,3739547.0,14.0,2022
143659,0.0,0.0,0.0,14.448979,0.0,0.0,0.0,47.0,0.6666667,0.6666667,0.0,33.333332,44.0,10.666667,37.166664,19.0,0.0,37.166664,0.0,8.333334,4.0,0.0,8.666667,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,12.5,-0.9583333,6345.0,122.0,87.0,800633.5,128.0,93.0,131.0,94.0,5148.5,86.0,66.0,3040.0,22.0,22.0,36003.0,6609.0,45.0,53.0,1333.5,34.0,25.0,34722.5,4957.0,73.0,52.0,358504.0,258.0,15.0,1705.0,1415.0,605.0,133.0,0.0,669.0,3104.0,15.0,13.0,37692.5,5631.0,460.0,72.0,2774984.0,5784.0,447.0,77.0,2727827.0,45.0,0.0,0.0,0.0,4633.0,282.0,41.0,1269351.0,19.0,2022
143853,1.6097561,3.512195,1.902439,122.04878,11.0,24.0,13.0,834.0,18.666666,60.666668,42.0,5.3333335,18.666666,13.333333,37.166664,19.0,0.0,37.166664,0.0,8.333334,4.0,0.0,8.666667,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.6551724,0.6551724,49.172413,0.10869565,6345.0,122.0,87.0,800633.5,128.0,93.0,131.0,94.0,5148.5,86.0,66.0,3040.0,22.0,22.0,36003.0,6609.0,45.0,53.0,1333.5,34.0,25.0,34722.5,4957.0,73.0,52.0,358504.0,258.0,15.0,1705.0,1415.0,605.0,133.0,0.0,669.0,3104.0,15.0,13.0,37692.5,5631.0,460.0,72.0,2774984.0,5784.0,447.0,77.0,2727827.0,45.0,0.0,0.0,0.0,4633.0,282.0,41.0,1269351.0,19.0,2022
143978,0.13483146,1.2134831,1.0786517,41.52809,1.0,9.0,8.0,308.0,1.7142857,11.142858,9.428572,1.9047619,14.095238,12.190476,37.166664,19.0,0.0,37.166664,0.0,8.333334,4.0,0.0,8.666667,1440.0,1440.0,472.0,472.0,11784.0,11784.0,1.0588236,1.5882353,0.5294118,29.647058,2.409091,6345.0,122.0,87.0,800633.5,128.0,93.0,131.0,94.0,5148.5,86.0,66.0,3040.0,22.0,22.0,36003.0,6609.0,45.0,53.0,1333.5,34.0,25.0,34722.5,4957.0,73.0,52.0,358504.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.0,3104.0,15.0,13.0,37692.5,5240.0,20.0,67.0,104802.0,5240.0,20.0,67.0,104802.0,40.0,0.0,0.0,0.0,4918.0,12.0,40.0,59014.0,0.0,2022
144005,0.02739726,0.10958904,0.08219178,14.931507,1.0,4.0,3.0,544.0,3.1538463,10.692307,7.5384617,22.538462,38.46154,15.923077,12.0,2.6666667,0.0,12.0,0.0,3.3333333,0.6666667,0.0,3.3333333,4362.0,4362.0,319.0,319.0,7656.0,7656.0,0.0,0.0,0.0,35.714287,0.25581396,15891.0,137.0,93.0,2177113.0,137.0,93.0,137.0,93.0,5194.0,128.0,87.0,8047.0,130.0,88.0,1046047.0,4166.0,75.0,51.0,1102.0,54.0,37.0,59517.0,6115.0,99.0,67.0,605350.0,147.0,10.0,1502.0,1424.0,1424.0,147.0,78.0,1502.0,5180.0,90.0,61.0,466199.0,12049.0,1402.0,93.0,16893070.0,12049.0,1402.0,98.0,16893070.0,64.0,0.0,0.0,0.0,5259.0,906.0,60.0,4764872.0,10.0,2022
144014,0.0,0.0,0.0,16.0,0.0,0.0,0.0,64.0,0.0,0.6666667,0.6666667,0.6666667,0.6666667,0.0,37.166664,19.0,0.0,37.166664,0.0,8.333334,4.0,0.0,8.666667,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,3.9375,0.55263156,6345.0,122.0,87.0,800633.5,128.0,93.0,131.0,94.0,5148.5,86.0,66.0,3040.0,22.0,22.0,36003.0,6609.0,45.0,53.0,1333.5,34.0,25.0,34722.5,4957.0,73.0,52.0,358504.0,258.0,15.0,1705.0,1415.0,605.0,133.0,0.0,669.0,3104.0,15.0,13.0,37692.5,5631.0,460.0,72.0,2774984.0,5784.0,447.0,77.0,2727827.0,45.0,0.0,0.0,0.0,4633.0,282.0,41.0,1269351.0,19.0,2022
144050,1.0023202,2.4686775,1.4663574,68.00928,90.0,213.0,123.0,5997.0,123.52,243.28,119.76,656.88,1156.08,499.2,1389.0,1333.0,6.0,1395.0,0.0,31.0,30.0,0.0,31.0,1761.0,1761.0,2039.0,2039.0,61179.0,61179.0,2.7547169,4.981132,2.2264152,355.28302,-0.43548387,48422.0,1070.0,52.0,51811910.0,1086.0,53.0,1158.0,56.0,5527.0,696.0,34.0,44679.0,1069.0,52.0,47761544.0,12150.0,134.0,7.0,3276.0,696.0,34.0,2280230.0,5204.0,301.0,15.0,1566342.0,2053.0,27.0,7636.0,7558.0,7558.0,2053.0,78.0,7636.0,5661.0,36.0,2.0,203796.0,43934.0,4208.0,55.0,184875410.0,43814.0,4191.0,55.0,183625260.0,13.0,17.0,22.0,1250139.0,5033.0,988.0,13.0,4973008.0,27.0,2022
144157,0.2375297,0.5035629,0.26603326,18.299288,5.0,13.0,8.0,458.0,8.333333,24.083334,15.75,4.75,6.0833335,1.3333334,48.0,13.0,0.0,48.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,384.0,481.0,11520.0,14430.0,0.0,0.0,0.0,18.944445,0.30952382,6066.0,125.0,89.0,758265.0,125.0,89.0,125.0,89.0,4643.0,109.0,77.0,1902.0,91.0,65.0,173106.0,6108.0,7.0,5.0,1095.0,49.0,35.0,53671.0,4150.0,109.0,77.0,452371.0,141.0,7.0,1903.0,1081.0,1081.0,141.0,822.0,1903.0,1014.0,78.0,55.0,79117.0,4450.0,883.0,46.0,3929568.0,5055.0,763.0,71.0,3856823.0,62.0,120.0,15.0,72745.0,3821.0,672.0,35.0,2567888.0,7.0,2022
144166,0.56296295,1.7629629,1.2,84.340744,10.0,32.0,22.0,1534.0,10.416667,54.0,43.583332,6.75,27.75,21.0,256.0,66.0,0.0,256.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,384.0,481.0,11520.0,14430.0,0.0,0.71428573,0.71428573,41.785713,0.36585367,5748.0,572.0,87.0,3287672.0,573.0,87.0,573.0,87.0,4868.0,509.0,78.0,2979.0,100.0,15.0,297926.0,6341.0,6.0,1.0,1180.0,61.0,9.0,71975.0,4727.0,509.0,78.0,2405854.0,656.0,10.0,6551.0,5224.0,5224.0,656.0,1327.0,6551.0,1193.0,429.0,65.0,511917.0,4502.0,3221.0,49.0,14502473.0,4629.0,3113.0,60.0,14410794.0,54.0,108.0,8.0,91679.0,3729.0,2842.0,43.0,10598245.0,10.0,2022
144175,0.31460676,0.88389516,0.5692884,24.2397,5.0,15.0,10.0,408.0,8.833333,21.0,12.166667,1.25,3.4166667,2.1666667,47.0,14.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.0,481.0,11520.0,14430.0,0.0,0.0,0.0,12.3125,0.6944444,5560.0,94.0,81.0,522638.0,96.0,83.0,96.0,83.0,5077.0,80.0,69.0,3347.0,15.0,13.0,50201.0,4289.0,3.0,3.0,1096.0,23.0,20.0,25200.0,4762.0,80.0,69.0,380989.0,116.0,6.0,1831.0,965.0,965.0,116.0,866.0,1831.0,1142.0,58.0,50.0,66248.0,4157.0,756.0,41.0,3142686.0,4683.0,653.0,68.0,3057917.0,61.0,103.0,12.0,84769.0,3758.0,593.0,32.0,2228277.0,6.0,2022
144184,0.21884498,0.63221884,0.41337386,28.158054,5.0,13.0,8.0,593.0,19.75,50.333332,30.583334,11.5,28.666666,17.166666,105.0,29.0,0.0,105.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,384.0,481.0,11520.0,14430.0,0.0,0.2777778,0.2777778,18.444445,0.36585367,5953.0,216.0,81.0,1285939.0,216.0,81.0,216.0,81.0,5171.0,184.0,69.0,2882.0,51.0,19.0,146990.0,7424.0,1.0,0.0,1123.0,35.0,13.0,39300.0,4958.0,184.0,69.0,912210.0,268.0,6.0,4749.0,2132.0,2132.0,268.0,2617.0,4749.0,1209.0,155.0,58.0,187439.0,4349.0,1330.0,28.0,5783827.0,4905.0,1139.0,53.0,5586561.0,47.0,191.0,7.0,197266.0,3993.0,992.0,21.0,3960587.0,6.0,2022
144193,0.48192772,0.56626505,0.084337346,40.95181,10.0,12.0,2.0,833.0,9.083333,16.5,7.4166665,2.4166667,4.6666665,2.25,191.0,94.0,0.0,191.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,384.0,481.0,11520.0,14430.0,0.71428573,0.71428573,0.0,17.142857,0.36585367,5525.0,260.0,81.0,1436492.0,260.0,81.0,260.0,81.0,4761.0,208.0,65.0,3047.0,82.0,25.0,249864.0,2952.0,2.0,1.0,974.0,33.0,10.0,32145.0,4629.0,207.0,64.0,958127.0,322.0,7.0,4545.0,2203.0,2203.0,322.0,2342.0,4545.0,1183.0,166.0,52.0,196356.0,3778.0,1475.0,32.0,5572962.0,4435.0,1173.0,53.0,5202704.0,45.0,302.0,13.0,370258.0,3690.0,983.0,22.0,3627153.0,7.0,2022
144209,0.8488372,2.2441862,1.3953488,69.0,20.0,48.0,28.0,1548.0,26.083334,65.666664,39.583332,26.833334,55.25,28.416666,409.0,121.0,0.0,409.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,384.0,481.0,11520.0,14430.0,0.3846154,0.7692308,0.3846154,37.692307,0.4871795,5857.0,520.0,81.0,3045789.0,524.0,82.0,524.0,82.0,5084.0,411.0,64.0,3367.0,164.0,26.0,552255.0,5797.0,7.0,1.0,1203.0,99.0,15.0,119057.0,4795.0,411.0,64.0,1970551.0,639.0,11.0,5750.0,4216.0,4216.0,639.0,1534.0,5750.0,1290.0,313.0,49.0,403926.0,4530.0,2591.0,45.0,11738240.0,4885.0,2365.0,56.0,11553490.0,48.0,226.0,15.0,184750.0,3904.0,2026.0,35.0,7909609.0,11.0,2022
144218,0.43729904,1.3633441,0.926045,55.94855,10.0,26.0,16.0,1092.0,38.25,63.833332,25.583334,10.75,25.416666,14.666667,369.0,140.0,0.0,369.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,384.0,481.0,11520.0,14430.0,0.3846154,1.5384616,1.1538461,29.23077,0.4871795,5595.0,678.0,87.0,3793666.0,679.0,87.0,680.0,88.0,4952.0,483.0,62.0,3403.0,273.0,35.0,929006.0,3249.0,3.0,0.0,821.0,81.0,10.0,66518.0,4814.0,483.0,62.0,2325295.0,777.0,11.0,7236.0,4537.0,4537.0,777.0,2699.0,7236.0,1254.0,377.0,49.0,472847.0,4395.0,2900.0,40.0,12745330.0,4707.0,2676.0,59.0,12595441.0,46.0,224.0,8.0,149889.0,3896.0,2098.0,29.0,8173229.0,11.0,2022
144281,0.9009009,2.4504504,1.5495496,49.36937,25.0,67.0,42.0,1351.0,37.77778,112.666664,74.888885,37.11111,92.44444,55.333332,614.0,336.0,0.0,614.0,0.0,362.0,193.0,0.0,362.0,1756.0,1756.0,1011.0,1011.0,29270.0,29270.0,0.0,0.33333334,0.33333334,85.46667,0.020833334,19073.0,1657.0,99.0,31604056.0,1657.0,99.0,1657.0,99.0,6124.0,869.0,52.0,13943.0,1652.0,98.0,23033726.0,7220.0,956.0,57.0,3456.0,306.0,18.0,1057409.0,5318.0,802.0,48.0,4264734.0,1680.0,26.0,6493.0,6458.0,6458.0,1680.0,35.0,6493.0,5282.0,615.0,37.0,3248187.0,17258.0,6004.0,92.0,103616420.0,17274.0,5990.0,93.0,103471320.0,41.0,14.0,40.0,145093.0,5192.0,2658.0,41.0,13801483.0,26.0,2022
144351,0.14742015,0.54545456,0.3980344,26.786242,10.0,36.0,26.0,1753.0,17.76,42.72,24.96,19.52,35.44,15.92,109.0,60.0,0.0,109.0,1.0,87.0,43.0,0.0,87.0,1020.0,1020.0,1018.0,1018.0,33944.0,33944.0,0.0,0.0,0.0,58.423077,0.30952382,25141.0,336.0,100.0,8447402.0,336.0,100.0,336.0,100.0,5407.0,187.0,56.0,19988.0,336.0,100.0,6715965.0,5957.0,222.0,66.0,1766.0,74.0,22.0,130704.0,4708.0,187.0,56.0,880473.0,336.0,23.0,1438.0,1367.0,1367.0,336.0,71.0,1438.0,5037.0,143.0,43.0,720260.0,21466.0,1199.0,83.0,25738142.0,21466.0,1199.0,88.0,25738142.0,46.0,0.0,0.0,0.0,4676.0,633.0,44.0,2959897.0,23.0,2022
144564,0.0,0.0,0.0,13.834394,0.0,0.0,0.0,419.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,77.0,0.0,149.0,0.0,3.0,1.0,0.0,3.0,850.0,850.0,260.0,260.0,7800.0,7800.0,0.0,0.0,0.0,18.470589,0.85294116,4613.0,206.0,99.0,950298.0,206.0,99.0,206.0,99.0,3320.0,206.0,99.0,7146.0,26.0,13.0,185793.0,4657.0,7.0,3.0,1131.0,206.0,99.0,232937.0,4848.0,93.0,45.0,450907.0,208.0,10.0,2032.0,1264.0,1264.0,208.0,768.0,2032.0,1367.0,59.0,28.0,80661.0,4325.0,1124.0,55.0,4861657.0,4404.0,1098.0,87.0,4835150.0,39.0,26.0,3.0,26507.0,4155.0,498.0,25.0,2069123.0,10.0,2022
144573,0.0,2.9230769,2.9230769,40.153847,0.0,5.0,5.0,76.0,0.0,3.8888888,3.8888888,0.0,0.5555556,0.5555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,3.3888888,4981.0,11.0,92.0,54786.0,12.0,100.0,12.0,100.0,4656.0,10.0,83.0,1372.0,6.0,50.0,8231.0,8419.0,11.0,92.0,500.0,3.0,25.0,1500.0,4506.0,10.0,83.0,45055.0,258.0,15.0,1705.0,1415.0,212.0,12.0,0.0,212.0,3104.0,0.0,0.0,0.0,5644.0,142.0,67.0,801517.0,5644.0,142.0,67.0,801517.0,62.0,0.0,0.0,0.0,5029.0,132.0,62.0,663791.0,6.0,2022
144740,0.6576577,1.7747748,1.1171172,53.279278,73.0,197.0,124.0,5914.0,102.14815,241.40741,139.25926,187.55556,323.03705,135.48148,1109.0,813.0,0.0,1109.0,0.0,635.0,457.0,1.0,636.0,651.0,651.0,726.0,726.0,42449.0,42449.0,1.7692307,2.8076923,1.0384616,187.15384,-0.23636363,26004.0,2799.0,99.0,72785820.0,2803.0,99.0,2803.0,99.0,5188.0,911.0,32.0,22814.0,2797.0,99.0,63810620.0,7204.0,1405.0,50.0,4541.0,77.0,3.0,349634.0,4804.0,911.0,32.0,4376637.0,2822.0,20.0,14294.0,14074.0,14074.0,2822.0,220.0,14294.0,5089.0,835.0,30.0,4248932.0,23507.0,12769.0,89.0,300154900.0,23542.0,12745.0,91.0,300044700.0,32.0,24.0,11.0,110199.0,4475.0,4471.0,31.0,20007028.0,20.0,2022
144795,0.42857143,5.428571,5.0,116.57143,1.0,10.0,9.0,207.0,1.5555556,4.0,2.4444444,0.0,0.0,0.0,34.0,14.0,1.0,35.0,0.0,30.0,17.0,0.0,30.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,1.5925926,5101.0,197.0,59.0,1004934.0,240.0,72.0,240.0,72.0,5101.0,197.0,59.0,3040.0,0.0,0.0,0.0,7291.0,235.0,71.0,1333.5,0.0,0.0,0.0,5101.0,197.0,59.0,1004934.0,258.0,15.0,1705.0,1415.0,587.0,332.0,0.0,587.0,3104.0,0.0,0.0,0.0,4886.0,303.0,52.0,1480473.0,4886.0,303.0,52.0,1480473.0,52.0,0.0,0.0,0.0,4886.0,303.0,52.0,1480473.0,57.0,2022
144865,0.45798707,1.1375808,0.67959374,35.40905,33.0,87.0,54.0,2733.0,103.5,200.16667,96.666664,44.083332,116.583336,72.5,1056.0,259.0,0.0,1056.0,0.0,110.0,28.0,0.0,110.0,900.0,900.0,327.0,397.0,8910.0,11010.0,0.3125,0.3125,0.0,84.25,0.20454545,8570.0,1363.0,72.0,11680969.0,1414.0,75.0,1428.0,75.0,6724.0,1285.0,68.0,3434.0,421.0,22.0,1445700.0,5396.0,360.0,19.0,4516.0,1018.0,54.0,4597682.0,5411.0,747.0,39.0,4042374.0,1893.0,9.0,20849.0,14801.0,14801.0,1893.0,6048.0,20849.0,2377.0,671.0,35.0,1595213.0,7403.0,9503.0,46.0,70346140.0,7732.0,8601.0,58.0,66499270.0,29.0,902.0,15.0,3846875.0,4857.0,4322.0,21.0,20993376.0,9.0,2022
144883,0.0,0.0,0.0,4.988764,0.0,0.0,0.0,36.0,5.142857,7.0,1.8571428,43.714287,65.71429,22.0,25.0,5.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1350.0,1350.0,350.0,508.0,22050.0,22050.0,0.0,0.0,0.0,5.6,1.4642857,9941.0,247.0,97.0,2455474.0,247.0,97.0,247.0,97.0,4593.0,208.0,82.0,1798.0,227.0,89.0,408256.0,4308.0,186.0,73.0,1507.0,23.0,9.0,34665.0,4427.0,208.0,82.0,920719.0,254.0,52.0,487.0,487.0,487.0,254.0,0.0,487.0,4810.0,227.0,89.0,1091834.0,10098.0,466.0,96.0,4705806.0,10098.0,466.0,96.0,4705806.0,79.0,0.0,0.0,0.0,4382.0,385.0,79.0,1687035.0,52.0,2022
144892,0.28936172,0.71489364,0.42553192,32.034042,17.0,41.0,24.0,1762.0,20.666666,60.666668,40.0,97.85185,139.33333,41.48148,228.0,143.0,0.0,228.0,0.0,132.0,83.0,0.0,132.0,3392.0,3392.0,320.0,389.0,9417.0,11882.0,0.0,0.0,0.0,87.64,0.020833334,11773.0,770.0,100.0,9065333.0,770.0,100.0,770.0,100.0,4654.0,763.0,99.0,5136.0,664.0,86.0,3410401.0,6041.0,482.0,63.0,2051.0,754.0,98.0,1546607.0,4865.0,412.0,53.0,2004386.0,771.0,11.0,6903.0,4616.0,4616.0,771.0,2287.0,6903.0,4675.0,450.0,58.0,2103939.0,10243.0,4567.0,66.0,46781096.0,10245.0,4566.0,99.0,46780096.0,46.0,1.0,0.0,1000.0,4732.0,2146.0,31.0,10154806.0,11.0,2022
144944,1.2448378,2.4483776,1.2035398,42.35398,52.0,98.0,46.0,1705.0,55.666668,122.666664,67.0,17.833334,32.666668,14.833333,622.0,232.0,0.0,622.0,0.0,14.0,5.0,0.0,14.0,12.0,12.0,297.0,396.0,7128.0,9504.0,0.22727273,0.22727273,0.0,32.954544,0.06382979,5148.0,525.0,65.0,2702638.0,542.0,67.0,545.0,68.0,4599.0,478.0,59.0,1890.0,128.0,16.0,241958.0,4099.0,31.0,4.0,2683.0,406.0,50.0,1089398.0,4316.0,257.0,32.0,1109128.0,805.0,10.0,8050.0,6347.0,6347.0,805.0,1703.0,8050.0,1242.0,211.0,26.0,262154.0,4355.0,4097.0,51.0,17841442.0,4482.0,3424.0,54.0,15346752.0,31.0,673.0,40.0,2494690.0,3506.0,1957.0,24.0,6860553.0,10.0,2022
